child_id,group,question_id,question_type,shown_letters,target_letter,selected_letter,correct,response_time_ms
859,non-dyslexic,q39,same_different,"b,b",same,same,1,1429
217,non-dyslexic,q96,same_different,"m,n",different,different,1,1122
300,dyslexic,q40,matching,"u,p",p,d,0,1725
680,dyslexic,q30,same_different,"b,m",different,different,1,1794
796,dyslexic,q51,matching,"u,b",u,m,0,1804
982,non-dyslexic,q72,matching,"u,n,d",u,u,1,1427
955,dyslexic,q80,same_different,"n,u",different,different,1,2556
668,non-dyslexic,q65,matching,"b,q,u",u,u,1,943
771,dyslexic,q92,matching,"p,q",q,q,1,1643
641,non-dyslexic,q19,same_different,"p,q",different,different,1,1246
24,dyslexic,q8,matching,"p,q",q,q,1,1537
745,non-dyslexic,q21,matching,"u,d",u,u,1,1342
554,non-dyslexic,q72,same_different,"m,m",same,same,1,859
763,dyslexic,q62,matching,"n,q",n,n,1,2308
157,non-dyslexic,q36,same_different,"u,u",same,same,1,1386
431,non-dyslexic,q79,matching,"d,u,p",d,q,0,1389
160,non-dyslexic,q72,same_different,"q,q",same,same,1,1203
813,dyslexic,q44,matching,"u,p,n",u,m,0,1653
141,non-dyslexic,q31,matching,"u,n",n,n,1,1190
188,non-dyslexic,q63,same_different,"p,p",same,same,1,1443
247,dyslexic,q81,same_different,"p,u",different,different,1,2008
308,non-dyslexic,q53,same_different,"m,q",different,different,1,867
69,non-dyslexic,q57,same_different,"q,u",different,same,0,960
684,non-dyslexic,q67,matching,"n,d,b",d,d,1,1001
841,non-dyslexic,q61,matching,"u,b",b,b,1,1300
95,non-dyslexic,q52,matching,"d,b,u",d,d,1,1046
880,dyslexic,q67,same_different,"n,m",different,same,0,2050
545,non-dyslexic,q94,matching,"p,b,u",b,b,1,1054
808,dyslexic,q2,matching,"q,b,n",n,n,1,2150
189,dyslexic,q10,same_different,"p,q",different,different,1,1733
674,non-dyslexic,q77,matching,"u,d,p",u,u,1,1079
6,non-dyslexic,q24,same_different,"u,q",different,different,1,1010
52,dyslexic,q11,matching,"b,n",n,n,1,2182
836,non-dyslexic,q47,matching,"p,n",p,p,1,1042
905,non-dyslexic,q25,same_different,"n,u",different,different,1,1152
400,non-dyslexic,q93,matching,"p,m",p,p,1,1352
529,non-dyslexic,q64,same_different,"d,m",different,different,1,1253
280,non-dyslexic,q55,same_different,"q,b",different,different,1,1014
148,dyslexic,q39,matching,"p,m,n",n,m,0,1559
409,non-dyslexic,q4,matching,"b,q",b,m,0,1200
738,non-dyslexic,q65,matching,"u,p,q",u,u,1,1517
287,non-dyslexic,q88,same_different,"m,m",same,same,1,1391
604,non-dyslexic,q88,same_different,"d,d",same,different,0,962
672,dyslexic,q18,matching,"m,p,b",p,p,1,1693
398,non-dyslexic,q22,same_different,"q,q",same,same,1,1389
488,dyslexic,q79,same_different,"u,u",same,same,1,2252
28,non-dyslexic,q37,matching,"d,u,q",u,m,0,1225
279,non-dyslexic,q29,same_different,"u,b",different,same,0,998
238,non-dyslexic,q85,matching,"q,n",n,q,0,1055
765,dyslexic,q44,same_different,"b,b",same,same,1,2267
617,non-dyslexic,q54,same_different,"d,d",same,different,0,919
365,non-dyslexic,q47,same_different,"n,n",same,same,1,1427
123,dyslexic,q17,matching,"q,b,u",b,u,0,2277
996,non-dyslexic,q83,same_different,"u,u",same,same,1,1227
754,non-dyslexic,q61,matching,"b,u,d",b,b,1,1359
854,non-dyslexic,q15,same_different,"d,d",same,same,1,1277
743,non-dyslexic,q30,matching,"p,m,d",d,d,1,958
15,dyslexic,q45,matching,"d,q,u",u,u,1,2343
359,dyslexic,q24,matching,"q,p",q,q,1,1450
241,non-dyslexic,q57,same_different,"u,m",different,different,1,1363
446,non-dyslexic,q95,matching,"q,n",n,n,1,988
752,non-dyslexic,q15,matching,"d,n,u",n,n,1,1141
342,non-dyslexic,q23,same_different,"b,u",different,same,0,1283
703,dyslexic,q1,same_different,"m,m",same,different,0,1827
135,non-dyslexic,q6,same_different,"m,m",same,different,0,985
585,non-dyslexic,q38,matching,"b,u,n",u,u,1,1395
270,non-dyslexic,q46,same_different,"u,b",different,different,1,945
429,dyslexic,q95,matching,"q,n,u",q,q,1,2420
125,non-dyslexic,q31,matching,"u,p,b",p,p,1,1036
760,non-dyslexic,q8,matching,"n,q",q,q,1,1231
919,dyslexic,q69,matching,"u,n,p",n,n,1,2390
285,dyslexic,q65,matching,"u,b",u,u,1,2476
270,dyslexic,q66,matching,"b,q",b,b,1,1630
982,dyslexic,q42,same_different,"d,d",same,different,0,1732
748,dyslexic,q27,same_different,"p,p",same,same,1,1641
506,non-dyslexic,q60,matching,"b,n",b,b,1,1312
89,non-dyslexic,q16,matching,"q,m,d",d,d,1,1088
521,non-dyslexic,q11,matching,"m,n,q",m,m,1,1306
356,non-dyslexic,q87,same_different,"n,b",different,different,1,1263
337,dyslexic,q89,same_different,"b,m",different,different,1,2282
140,non-dyslexic,q63,same_different,"n,u",different,different,1,1334
956,non-dyslexic,q3,same_different,"n,d",different,different,1,1411
733,non-dyslexic,q87,matching,"d,m,u",d,u,0,1168
465,dyslexic,q61,matching,"n,b,u",n,n,1,1699
46,dyslexic,q93,matching,"m,d,b",b,b,1,1658
169,non-dyslexic,q62,matching,"q,n",q,q,1,1428
632,non-dyslexic,q2,matching,"b,n",b,b,1,954
724,dyslexic,q62,matching,"d,p,m",d,d,1,1986
229,non-dyslexic,q89,matching,"m,d,u",u,u,1,1416
529,non-dyslexic,q16,matching,"m,q,d",q,u,0,1232
983,dyslexic,q36,same_different,"d,d",same,different,0,2175
588,non-dyslexic,q44,matching,"b,d",d,d,1,1563
472,dyslexic,q81,same_different,"p,p",same,same,1,2287
520,non-dyslexic,q30,matching,"b,m",b,b,1,1082
866,non-dyslexic,q57,same_different,"p,p",same,same,1,1027
963,non-dyslexic,q11,same_different,"q,q",same,same,1,1417
682,dyslexic,q1,same_different,"p,p",same,different,0,1959
448,dyslexic,q40,matching,"q,n",q,q,1,2189
6,dyslexic,q8,same_different,"u,b",different,different,1,1659
854,non-dyslexic,q82,same_different,"n,n",same,same,1,883
938,dyslexic,q12,same_different,"u,n",different,different,1,2238
572,non-dyslexic,q10,same_different,"q,u",different,different,1,1220
460,non-dyslexic,q37,matching,"q,m,n",q,q,1,1548
849,dyslexic,q51,matching,"q,b,m",q,q,1,2061
705,dyslexic,q24,same_different,"u,m",different,different,1,1967
864,non-dyslexic,q45,matching,"m,n,u",n,n,1,906
387,non-dyslexic,q88,same_different,"q,n",different,different,1,1147
735,non-dyslexic,q58,same_different,"n,m",different,different,1,1275
467,non-dyslexic,q38,matching,"q,n,p",p,m,0,1413
494,dyslexic,q86,same_different,"b,b",same,same,1,1955
137,dyslexic,q94,same_different,"u,u",same,different,0,2040
286,non-dyslexic,q37,same_different,"n,n",same,same,1,1415
836,dyslexic,q7,matching,"p,q,b",b,q,0,1579
997,non-dyslexic,q27,same_different,"b,b",same,same,1,1438
697,non-dyslexic,q22,same_different,"d,n",different,same,0,1239
796,non-dyslexic,q64,matching,"m,u",m,m,1,944
613,non-dyslexic,q93,same_different,"u,n",different,different,1,916
131,dyslexic,q85,same_different,"p,p",same,different,0,1859
81,non-dyslexic,q63,matching,"n,m",m,m,1,1330
128,dyslexic,q57,same_different,"p,m",different,different,1,2095
246,dyslexic,q55,matching,"m,p",m,m,1,1705
713,non-dyslexic,q99,matching,"b,m,n",m,m,1,1318
86,non-dyslexic,q32,same_different,"u,u",same,same,1,1348
64,dyslexic,q80,same_different,"m,m",same,same,1,1759
733,non-dyslexic,q77,same_different,"n,n",same,same,1,1483
564,non-dyslexic,q3,same_different,"d,d",same,different,0,1561
408,dyslexic,q5,same_different,"p,p",same,different,0,1613
244,dyslexic,q62,matching,"u,p,n",p,p,1,2271
982,dyslexic,q27,matching,"q,p",q,q,1,1923
199,dyslexic,q26,matching,"n,p,m",p,p,1,1569
960,dyslexic,q27,matching,"b,m",b,b,1,1737
266,non-dyslexic,q51,matching,"q,m,b",q,q,1,1203
154,dyslexic,q36,matching,"n,p",n,n,1,1571
18,non-dyslexic,q26,matching,"b,q,d",d,d,1,1226
750,non-dyslexic,q13,same_different,"d,d",same,same,1,1422
887,dyslexic,q99,matching,"u,q,b",b,b,1,1647
821,dyslexic,q3,matching,"q,d",q,q,1,2190
675,dyslexic,q51,same_different,"p,m",different,different,1,2074
370,non-dyslexic,q16,same_different,"n,n",same,same,1,1577
111,dyslexic,q99,same_different,"b,b",same,different,0,2312
116,non-dyslexic,q84,same_different,"p,p",same,same,1,1017
461,dyslexic,q88,matching,"b,q",b,b,1,2375
243,dyslexic,q91,matching,"n,d",d,d,1,2422
254,dyslexic,q22,matching,"p,n,b",n,u,0,1575
260,dyslexic,q58,matching,"m,n",m,m,1,2098
298,dyslexic,q71,same_different,"u,u",same,same,1,2136
5,dyslexic,q56,matching,"d,u,n",d,p,0,1698
877,non-dyslexic,q58,same_different,"q,m",different,different,1,1083
301,dyslexic,q18,matching,"q,p,m",q,q,1,1948
714,dyslexic,q55,matching,"b,u,p",u,u,1,2270
35,dyslexic,q42,same_different,"u,u",same,same,1,2079
275,dyslexic,q35,same_different,"p,p",same,same,1,2095
327,non-dyslexic,q97,matching,"q,d,m",q,q,1,1268
934,non-dyslexic,q23,matching,"b,n",n,d,0,902
200,non-dyslexic,q58,matching,"m,q,d",q,q,1,1431
440,dyslexic,q23,same_different,"b,p",different,different,1,2158
881,non-dyslexic,q7,same_different,"b,b",same,same,1,956
514,non-dyslexic,q24,same_different,"b,m",different,different,1,918
663,non-dyslexic,q76,matching,"n,p",p,p,1,937
51,non-dyslexic,q63,same_different,"m,m",same,same,1,826
815,non-dyslexic,q22,same_different,"q,m",different,different,1,1287
586,non-dyslexic,q74,same_different,"p,m",different,different,1,1110
173,non-dyslexic,q5,same_different,"d,d",same,same,1,1400
658,dyslexic,q30,matching,"q,b",b,b,1,1926
336,dyslexic,q49,same_different,"m,u",different,different,1,2093
842,non-dyslexic,q87,same_different,"m,m",same,same,1,1026
662,non-dyslexic,q54,matching,"n,p,m",p,b,0,1280
383,non-dyslexic,q8,same_different,"q,p",different,different,1,1363
483,dyslexic,q45,same_different,"u,u",same,same,1,1965
286,non-dyslexic,q27,matching,"m,n",n,n,1,1396
503,dyslexic,q40,same_different,"u,n",different,different,1,2404
690,non-dyslexic,q77,matching,"u,m",m,m,1,1321
46,non-dyslexic,q12,same_different,"n,u",different,same,0,1130
194,dyslexic,q29,matching,"n,q",n,n,1,1497
772,non-dyslexic,q48,matching,"q,d,b",b,b,1,1164
478,dyslexic,q15,same_different,"p,p",same,different,0,1546
865,non-dyslexic,q67,matching,"m,d",d,d,1,1479
121,non-dyslexic,q30,matching,"p,m,b",m,m,1,1138
923,dyslexic,q98,same_different,"n,b",different,different,1,1546
5,non-dyslexic,q32,same_different,"d,p",different,different,1,1281
792,dyslexic,q73,matching,"n,m",m,m,1,2163
880,dyslexic,q58,same_different,"p,u",different,different,1,1981
914,non-dyslexic,q28,matching,"m,u,d",m,p,0,1091
538,dyslexic,q9,same_different,"b,q",different,different,1,1976
618,non-dyslexic,q28,same_different,"d,d",same,same,1,1071
819,dyslexic,q3,same_different,"n,n",same,same,1,2124
581,dyslexic,q56,matching,"b,q",q,q,1,2015
453,non-dyslexic,q48,same_different,"b,p",different,different,1,964
392,dyslexic,q93,matching,"p,n,u",u,u,1,2056
88,non-dyslexic,q94,matching,"p,m,d",m,n,0,945
788,non-dyslexic,q67,same_different,"b,q",different,different,1,1467
722,non-dyslexic,q31,same_different,"b,u",different,different,1,1028
503,non-dyslexic,q68,same_different,"q,q",same,same,1,1059
344,non-dyslexic,q70,same_different,"b,n",different,different,1,961
756,non-dyslexic,q54,same_different,"p,b",different,different,1,1382
319,dyslexic,q50,matching,"b,p",b,q,0,2135
903,non-dyslexic,q64,same_different,"d,d",same,same,1,1435
817,non-dyslexic,q73,matching,"b,p,m",m,m,1,1036
721,dyslexic,q89,same_different,"p,u",different,different,1,2422
433,dyslexic,q96,matching,"p,d,m",m,m,1,2383
223,non-dyslexic,q87,same_different,"q,q",same,same,1,1344
156,non-dyslexic,q83,matching,"b,p",p,p,1,1307
415,non-dyslexic,q45,same_different,"b,b",same,same,1,1396
564,dyslexic,q29,matching,"n,m,b",n,n,1,1666
123,non-dyslexic,q54,matching,"p,d",d,d,1,1433
982,non-dyslexic,q54,matching,"u,d",u,u,1,1270
195,dyslexic,q34,same_different,"u,q",different,same,0,1655
995,non-dyslexic,q17,same_different,"d,n",different,different,1,871
171,dyslexic,q88,same_different,"b,p",different,same,0,1928
752,dyslexic,q100,matching,"d,u,b",d,d,1,1880
520,dyslexic,q54,same_different,"u,n",different,different,1,1772
110,non-dyslexic,q34,same_different,"d,d",same,same,1,1190
841,non-dyslexic,q76,matching,"u,b,q",b,b,1,1197
49,dyslexic,q17,same_different,"b,q",different,different,1,2331
48,non-dyslexic,q13,same_different,"u,b",different,different,1,1228
502,dyslexic,q87,same_different,"d,d",same,same,1,2007
986,non-dyslexic,q25,matching,"q,m",q,q,1,1179
715,non-dyslexic,q81,matching,"m,n,q",m,m,1,1335
854,dyslexic,q63,same_different,"n,n",same,same,1,1951
995,non-dyslexic,q35,same_different,"n,n",same,same,1,1029
6,dyslexic,q17,same_different,"p,p",same,different,0,1883
413,non-dyslexic,q40,same_different,"d,n",different,different,1,1185
831,non-dyslexic,q80,matching,"b,u",b,b,1,1078
771,non-dyslexic,q79,same_different,"n,n",same,same,1,1094
49,non-dyslexic,q92,same_different,"n,n",same,same,1,1070
42,dyslexic,q79,same_different,"b,n",different,different,1,1533
191,non-dyslexic,q6,matching,"q,m,u",u,u,1,872
562,non-dyslexic,q46,same_different,"q,n",different,different,1,1400
846,non-dyslexic,q24,same_different,"d,p",different,different,1,1209
557,non-dyslexic,q3,matching,"p,q,n",q,q,1,1164
361,non-dyslexic,q22,same_different,"p,p",same,same,1,1189
701,dyslexic,q59,matching,"b,q",b,q,0,2214
558,non-dyslexic,q16,same_different,"d,d",same,same,1,1239
587,non-dyslexic,q36,matching,"m,p,u",p,p,1,1403
635,non-dyslexic,q95,matching,"n,p",n,n,1,1294
144,non-dyslexic,q76,same_different,"p,p",same,same,1,921
208,non-dyslexic,q11,matching,"q,u",u,u,1,1114
136,dyslexic,q77,matching,"n,u,d",u,b,0,2309
453,dyslexic,q2,matching,"n,u,d",n,u,0,2014
28,dyslexic,q79,same_different,"p,q",different,different,1,2253
352,non-dyslexic,q28,same_different,"u,u",same,same,1,1444
563,non-dyslexic,q67,same_different,"m,m",same,different,0,1131
454,dyslexic,q65,matching,"p,b,u",p,p,1,1609
97,non-dyslexic,q34,matching,"q,n,u",q,q,1,1243
692,non-dyslexic,q92,same_different,"p,d",different,different,1,1180
893,dyslexic,q45,same_different,"n,p",different,different,1,1774
36,dyslexic,q34,matching,"m,p",p,p,1,1741
92,dyslexic,q19,same_different,"b,m",different,same,0,2190
305,non-dyslexic,q27,same_different,"d,b",different,different,1,1064
567,non-dyslexic,q80,same_different,"b,m",different,different,1,1027
730,dyslexic,q92,matching,"q,m,u",q,u,0,1948
207,non-dyslexic,q21,same_different,"q,q",same,same,1,988
8,non-dyslexic,q85,matching,"n,p,m",m,m,1,1344
850,non-dyslexic,q76,same_different,"n,n",same,same,1,1188
54,dyslexic,q44,same_different,"p,n",different,different,1,1763
440,non-dyslexic,q60,same_different,"q,u",different,same,0,1179
24,dyslexic,q12,matching,"b,u",u,p,0,2568
715,non-dyslexic,q3,matching,"d,b",b,b,1,1447
901,non-dyslexic,q41,same_different,"d,q",different,different,1,1179
362,non-dyslexic,q27,matching,"d,m",m,m,1,1441
984,non-dyslexic,q20,matching,"b,u",u,u,1,1344
911,non-dyslexic,q24,matching,"b,p",b,b,1,1261
972,dyslexic,q98,same_different,"q,d",different,different,1,2094
509,non-dyslexic,q91,same_different,"b,u",different,different,1,1170
188,non-dyslexic,q38,same_different,"q,m",different,different,1,1374
752,non-dyslexic,q11,same_different,"p,p",same,same,1,1353
612,dyslexic,q46,matching,"m,p,b",p,p,1,1841
992,dyslexic,q1,matching,"u,b,p",p,n,0,2043
138,non-dyslexic,q83,same_different,"q,n",different,different,1,965
568,non-dyslexic,q87,same_different,"p,p",same,same,1,1099
12,non-dyslexic,q89,matching,"p,b",b,b,1,1437
786,non-dyslexic,q65,matching,"q,u,p",q,q,1,1246
456,dyslexic,q53,matching,"u,q,d",d,d,1,1861
243,dyslexic,q84,same_different,"b,q",different,different,1,2325
900,dyslexic,q10,matching,"p,q,m",p,p,1,2116
280,non-dyslexic,q27,same_different,"p,p",same,same,1,869
674,non-dyslexic,q72,same_different,"n,b",different,different,1,938
79,dyslexic,q12,same_different,"b,u",different,same,0,1944
718,non-dyslexic,q41,matching,"m,p",m,m,1,1326
191,non-dyslexic,q23,matching,"p,q",p,p,1,1016
511,dyslexic,q24,matching,"q,p,d",p,p,1,1651
282,dyslexic,q40,matching,"m,b,p",p,p,1,1926
622,non-dyslexic,q1,matching,"m,q",m,m,1,1220
119,non-dyslexic,q67,matching,"n,d,u",d,d,1,1172
237,non-dyslexic,q47,same_different,"m,d",different,different,1,1136
737,non-dyslexic,q50,same_different,"d,d",same,same,1,1072
530,dyslexic,q89,same_different,"n,q",different,same,0,2399
633,non-dyslexic,q14,matching,"p,u",u,u,1,1214
918,non-dyslexic,q78,same_different,"q,q",same,same,1,959
789,non-dyslexic,q17,same_different,"n,n",same,different,0,819
699,non-dyslexic,q77,matching,"n,q,m",n,n,1,1312
647,dyslexic,q1,same_different,"d,u",different,different,1,2066
106,dyslexic,q3,same_different,"u,p",different,same,0,2236
735,non-dyslexic,q30,same_different,"q,q",same,same,1,1092
921,non-dyslexic,q51,same_different,"m,d",different,same,0,948
776,non-dyslexic,q83,matching,"n,d",n,n,1,1028
181,non-dyslexic,q94,matching,"m,u",u,u,1,1501
97,non-dyslexic,q52,same_different,"d,d",same,same,1,1308
968,non-dyslexic,q23,same_different,"u,u",same,same,1,1174
458,dyslexic,q62,same_different,"n,b",different,same,0,2485
941,non-dyslexic,q80,matching,"d,u,p",p,p,1,1314
33,dyslexic,q33,matching,"u,q",q,d,0,2163
770,non-dyslexic,q7,matching,"b,n",n,n,1,1436
681,dyslexic,q98,matching,"q,b,p",b,p,0,1723
228,non-dyslexic,q64,same_different,"d,u",different,same,0,1298
692,dyslexic,q56,matching,"u,b,m",u,u,1,2290
123,dyslexic,q87,same_different,"q,m",different,different,1,1962
901,non-dyslexic,q79,matching,"n,d,q",d,d,1,1443
252,non-dyslexic,q58,same_different,"b,b",same,same,1,839
116,non-dyslexic,q82,matching,"q,u,p",u,u,1,925
912,non-dyslexic,q92,matching,"n,m,u",u,u,1,1024
503,non-dyslexic,q90,matching,"m,n,u",m,m,1,1042
770,non-dyslexic,q18,same_different,"n,u",different,same,0,952
220,dyslexic,q16,matching,"n,p,b",n,n,1,1612
796,non-dyslexic,q66,same_different,"d,d",same,same,1,1167
754,dyslexic,q20,matching,"u,p",u,m,0,2089
374,non-dyslexic,q73,matching,"n,m",n,n,1,1426
40,non-dyslexic,q19,same_different,"u,n",different,different,1,1258
896,non-dyslexic,q81,same_different,"q,q",same,different,0,1414
425,non-dyslexic,q6,same_different,"m,b",different,different,1,1578
264,non-dyslexic,q62,same_different,"q,q",same,same,1,1541
417,non-dyslexic,q33,matching,"b,m",m,m,1,995
270,non-dyslexic,q57,same_different,"p,u",different,different,1,1033
765,dyslexic,q64,same_different,"p,p",same,different,0,1449
166,non-dyslexic,q61,same_different,"q,n",different,different,1,1092
353,non-dyslexic,q22,matching,"d,b",d,d,1,1099
70,non-dyslexic,q50,same_different,"m,m",same,same,1,1323
450,dyslexic,q57,matching,"q,b,p",q,p,0,2475
941,non-dyslexic,q82,matching,"u,m,d",m,m,1,1457
801,non-dyslexic,q65,matching,"u,q,d",d,d,1,1090
510,non-dyslexic,q25,matching,"d,m,b",b,d,0,818
33,non-dyslexic,q90,matching,"u,m",u,u,1,1130
655,dyslexic,q76,matching,"d,u",d,d,1,2281
91,non-dyslexic,q30,same_different,"d,q",different,different,1,1192
272,non-dyslexic,q45,matching,"d,q,m",q,q,1,1052
290,non-dyslexic,q87,matching,"p,b,q",b,b,1,1405
790,non-dyslexic,q34,same_different,"u,b",different,different,1,1143
440,non-dyslexic,q69,same_different,"d,d",same,same,1,1015
738,non-dyslexic,q27,same_different,"m,q",different,different,1,1384
615,dyslexic,q65,same_different,"d,b",different,same,0,1702
818,non-dyslexic,q92,same_different,"p,p",same,same,1,1241
175,non-dyslexic,q97,same_different,"m,m",same,same,1,1392
298,dyslexic,q87,same_different,"u,u",same,different,0,1667
742,non-dyslexic,q22,matching,"b,p",b,b,1,1393
554,dyslexic,q98,same_different,"d,d",same,same,1,2181
442,non-dyslexic,q85,matching,"d,b",b,b,1,1084
630,non-dyslexic,q61,matching,"q,n,m",n,n,1,1298
669,dyslexic,q77,matching,"m,p",p,p,1,1557
521,non-dyslexic,q35,matching,"b,m,p",b,b,1,1350
297,non-dyslexic,q45,same_different,"n,n",same,same,1,966
373,non-dyslexic,q71,matching,"d,u,p",u,u,1,1140
132,non-dyslexic,q44,same_different,"n,b",different,different,1,1110
173,dyslexic,q37,matching,"d,n",d,d,1,1863
136,dyslexic,q55,matching,"m,q",q,q,1,1980
578,dyslexic,q57,matching,"m,b",b,b,1,2007
495,non-dyslexic,q39,same_different,"m,n",different,different,1,956
214,non-dyslexic,q18,same_different,"m,m",same,same,1,1348
223,dyslexic,q37,matching,"n,u",n,n,1,2490
371,dyslexic,q3,matching,"m,p,b",b,b,1,1615
551,dyslexic,q42,matching,"d,m",d,b,0,1652
500,non-dyslexic,q66,matching,"m,n",m,m,1,1159
987,dyslexic,q1,matching,"q,p",q,q,1,1672
952,non-dyslexic,q5,matching,"n,b",b,b,1,1232
785,dyslexic,q43,same_different,"m,u",different,different,1,1853
518,non-dyslexic,q25,matching,"m,u,b",u,u,1,1489
45,non-dyslexic,q43,same_different,"b,m",different,different,1,1460
457,dyslexic,q39,matching,"q,n",n,p,0,1781
473,dyslexic,q62,matching,"m,n",n,m,0,2267
686,dyslexic,q70,matching,"u,n,d",u,n,0,1851
85,non-dyslexic,q10,matching,"q,u",q,u,0,1250
166,dyslexic,q97,same_different,"m,b",different,different,1,2377
154,dyslexic,q72,matching,"u,b",b,q,0,2536
949,non-dyslexic,q52,matching,"u,d",u,u,1,1313
841,non-dyslexic,q66,same_different,"n,n",same,same,1,1458
667,dyslexic,q37,matching,"m,n",m,q,0,1950
330,dyslexic,q64,matching,"m,b",m,m,1,1970
1,dyslexic,q27,same_different,"n,n",same,different,0,2020
14,non-dyslexic,q66,matching,"n,m,u",n,n,1,1073
712,non-dyslexic,q53,matching,"u,d,p",u,u,1,991
833,non-dyslexic,q15,matching,"q,p",q,b,0,1376
764,dyslexic,q15,matching,"m,d",m,m,1,1683
50,non-dyslexic,q61,same_different,"b,b",same,different,0,1178
406,dyslexic,q29,matching,"m,b,q",q,q,1,2006
778,non-dyslexic,q26,same_different,"d,d",same,same,1,1100
613,non-dyslexic,q23,same_different,"u,u",same,same,1,1141
357,dyslexic,q14,matching,"n,q,m",m,m,1,1639
625,non-dyslexic,q87,same_different,"n,n",same,same,1,1097
297,non-dyslexic,q100,matching,"p,n,b",p,p,1,1400
269,non-dyslexic,q76,matching,"p,m",m,m,1,828
793,non-dyslexic,q47,matching,"b,p,m",p,q,0,1406
267,dyslexic,q99,same_different,"b,b",same,different,0,2055
683,non-dyslexic,q81,matching,"b,p,d",b,b,1,902
35,dyslexic,q70,matching,"d,b,n",d,d,1,2074
322,dyslexic,q45,matching,"u,d,n",u,u,1,2566
659,dyslexic,q35,matching,"b,u,p",u,u,1,2201
148,non-dyslexic,q90,matching,"q,b",b,b,1,1493
505,dyslexic,q31,matching,"m,n",n,n,1,2390
651,dyslexic,q39,matching,"p,m",p,p,1,2217
401,dyslexic,q32,same_different,"p,p",same,same,1,2448
315,dyslexic,q30,same_different,"n,q",different,different,1,1616
60,non-dyslexic,q27,matching,"d,n,u",d,d,1,939
918,non-dyslexic,q33,matching,"d,m",d,d,1,1323
303,non-dyslexic,q11,matching,"d,m",m,m,1,874
709,non-dyslexic,q36,matching,"p,b",p,p,1,1112
43,non-dyslexic,q53,same_different,"b,n",different,different,1,1341
299,non-dyslexic,q51,matching,"d,u,p",d,d,1,1349
536,dyslexic,q43,matching,"p,d,m",p,p,1,1754
89,non-dyslexic,q19,matching,"u,q,p",p,p,1,1186
868,dyslexic,q55,matching,"d,u,m",d,n,0,2075
78,non-dyslexic,q24,same_different,"n,n",same,same,1,1425
638,dyslexic,q23,matching,"m,q",m,m,1,2230
70,non-dyslexic,q44,matching,"d,n,p",n,u,0,1297
64,non-dyslexic,q92,matching,"m,d,q",d,q,0,1356
601,non-dyslexic,q45,matching,"n,d",d,d,1,1263
954,dyslexic,q35,matching,"q,m",m,m,1,2044
472,dyslexic,q41,matching,"u,p,n",u,u,1,2429
826,non-dyslexic,q70,same_different,"m,m",same,same,1,1216
89,dyslexic,q68,same_different,"b,b",same,same,1,2285
607,non-dyslexic,q2,same_different,"n,d",different,different,1,1010
777,non-dyslexic,q83,matching,"b,p,u",b,b,1,1399
625,dyslexic,q35,same_different,"p,d",different,same,0,2238
753,non-dyslexic,q9,matching,"m,n",m,m,1,1097
509,non-dyslexic,q5,matching,"p,q",q,q,1,973
961,dyslexic,q5,same_different,"u,p",different,different,1,2405
63,dyslexic,q92,matching,"q,d",q,u,0,2140
861,non-dyslexic,q27,same_different,"u,b",different,different,1,1269
668,dyslexic,q69,matching,"b,n,p",n,p,0,2082
112,non-dyslexic,q29,same_different,"d,d",same,same,1,1539
512,dyslexic,q14,same_different,"p,n",different,different,1,1821
710,dyslexic,q53,matching,"n,m",m,m,1,2195
277,dyslexic,q71,same_different,"d,d",same,same,1,2416
772,non-dyslexic,q71,same_different,"u,q",different,different,1,1446
545,non-dyslexic,q94,matching,"p,m,u",p,p,1,1078
738,non-dyslexic,q49,same_different,"d,b",different,different,1,1368
130,dyslexic,q58,same_different,"u,n",different,different,1,2392
360,non-dyslexic,q16,same_different,"q,q",same,same,1,1053
855,dyslexic,q98,same_different,"b,b",same,same,1,1789
502,dyslexic,q88,matching,"n,p,u",n,q,0,1730
216,non-dyslexic,q73,matching,"m,u,n",n,n,1,1040
166,non-dyslexic,q100,same_different,"p,p",same,different,0,1372
268,non-dyslexic,q82,same_different,"d,u",different,different,1,969
951,non-dyslexic,q2,matching,"n,p,d",n,n,1,1058
910,non-dyslexic,q21,same_different,"b,b",same,same,1,1188
994,dyslexic,q7,same_different,"d,n",different,different,1,1756
309,dyslexic,q99,same_different,"p,b",different,different,1,1890
746,non-dyslexic,q70,same_different,"q,q",same,same,1,1097
893,dyslexic,q49,matching,"m,n,p",p,p,1,1806
659,non-dyslexic,q38,matching,"n,d",d,d,1,1119
874,dyslexic,q40,same_different,"m,m",same,same,1,2105
404,dyslexic,q54,matching,"d,m,b",b,b,1,1813
750,dyslexic,q66,same_different,"p,m",different,different,1,2265
694,non-dyslexic,q86,same_different,"b,n",different,different,1,941
381,non-dyslexic,q64,matching,"q,u",u,b,0,1360
823,dyslexic,q13,same_different,"m,m",same,same,1,1712
222,dyslexic,q86,matching,"p,n",p,p,1,2429
867,dyslexic,q39,matching,"m,q,n",q,p,0,2281
444,dyslexic,q35,same_different,"d,d",same,same,1,2045
864,dyslexic,q94,same_different,"m,m",same,same,1,2425
104,non-dyslexic,q83,same_different,"q,d",different,different,1,1119
49,non-dyslexic,q29,same_different,"u,u",same,same,1,1434
459,non-dyslexic,q34,matching,"d,u,b",u,u,1,912
414,non-dyslexic,q33,same_different,"n,m",different,different,1,1481
85,non-dyslexic,q98,matching,"p,d",d,d,1,910
